"respondent_id","lottery_a","smoke","alcohol","gamble","skydiving","speed","cheated","steak","steak_prep","female","age","hhold_income","educ","region"
3234928339,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Medium",FALSE,"18-29",NA,"Some college or Associate degree","Middle Atlantic"
3234927960,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Well",FALSE,"18-29","$25,000 - $49,999","High school degree","West South Central"
3234927933,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,"45-60","$0 - $24,999","Bachelor degree","South Atlantic"
3234926887,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"30-44","$50,000 - $99,999","Bachelor degree",NA
3234925465,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Medium",FALSE,"30-44",NA,"High school degree","East North Central"
3234925077,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
3234924769,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Medium",FALSE,"30-44","$100,000 - $149,999","Bachelor degree","South Atlantic"
3234924367,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA
3234924090,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"45-60","$50,000 - $99,999","Bachelor degree","Pacific"
3234923731,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,"45-60","$0 - $24,999","Some college or Associate degree","South Atlantic"
3234923656,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Medium",FALSE,"30-44","$50,000 - $99,999","Bachelor degree","Pacific"
3234922597,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,">60","$0 - $24,999","High school degree","West South Central"
3234922412,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Medium",FALSE,">60","$100,000 - $149,999","Bachelor degree","Pacific"
3234922346,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Medium Well",FALSE,"45-60","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
3234921417,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"30-44","$50,000 - $99,999","Some college or Associate degree","West South Central"
3234921008,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,"30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
3234919737,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,"18-29","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
3234918764,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"45-60","$0 - $24,999","Some college or Associate degree","New England"
3234918715,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium Well",FALSE,"45-60","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234915627,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium Well",FALSE,"45-60",NA,"Some college or Associate degree","Middle Atlantic"
3234915418,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium Well",FALSE,">60","$50,000 - $99,999","Graduate degree","Middle Atlantic"
3234914768,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,">60","$150,000+","Bachelor degree","West North Central"
3234911137,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Medium",FALSE,"45-60","$150,000+","Bachelor degree","South Atlantic"
3234911072,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Medium rare",FALSE,"45-60",NA,"High school degree","West South Central"
3234910999,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,">60","$50,000 - $99,999","Bachelor degree","Pacific"
3234910805,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3234910677,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,">60","$100,000 - $149,999","Some college or Associate degree","East North Central"
3234910265,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Medium rare",FALSE,"18-29","$100,000 - $149,999","Some college or Associate degree","West South Central"
3234908558,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,">60",NA,"Graduate degree","East North Central"
3234908311,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,">60","$50,000 - $99,999","Bachelor degree","East North Central"
3234908086,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Medium rare",FALSE,"45-60","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234907424,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Well",FALSE,"18-29","$150,000+",NA,"Middle Atlantic"
3234906252,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3234906064,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,TRUE,"Medium Well",FALSE,">60","$50,000 - $99,999","Some college or Associate degree","Mountain"
3234905473,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"18-29","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
3234904710,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"45-60",NA,"Some college or Associate degree","West South Central"
3234900937,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",NA,NA,NA,NA,NA
3234900347,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,"45-60","$50,000 - $99,999","Graduate degree","South Atlantic"
3234899967,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,">60","$50,000 - $99,999","Bachelor degree","Pacific"
3234899145,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Medium rare",FALSE,"18-29","$0 - $24,999","Some college or Associate degree","South Atlantic"
3234898344,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Rare",FALSE,">60",NA,"Graduate degree","New England"
3234898162,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"45-60",NA,"Graduate degree","Pacific"
3234897200,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"45-60",NA,"Bachelor degree","East North Central"
3234897030,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",TRUE,">60","$100,000 - $149,999","Bachelor degree","New England"
3234897017,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"45-60",NA,"Some college or Associate degree","South Atlantic"
3234896919,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"45-60",NA,"Some college or Associate degree","Pacific"
3234896600,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Medium Well",FALSE,"30-44","$50,000 - $99,999","Bachelor degree","East North Central"
3234896271,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,">60",NA,"Some college or Associate degree","Middle Atlantic"
3234896091,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",TRUE,">60",NA,"Some college or Associate degree","Pacific"
3234895751,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,">60","$100,000 - $149,999","Bachelor degree","South Atlantic"
3234895207,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"45-60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234894987,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Medium Well",FALSE,">60","$25,000 - $49,999","Some college or Associate degree","East South Central"
3234894892,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Rare",FALSE,"30-44","$25,000 - $49,999","Bachelor degree","Pacific"
3234894723,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Rare",FALSE,">60",NA,"Bachelor degree","Middle Atlantic"
3234893756,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Medium rare",FALSE,"18-29",NA,"High school degree","Pacific"
3234893663,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Medium Well",FALSE,">60","$150,000+","Bachelor degree","New England"
3234893368,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"18-29","$25,000 - $49,999","Graduate degree","West North Central"
3234893232,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Medium rare",TRUE,">60","$50,000 - $99,999","Some college or Associate degree","East South Central"
3234891191,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,">60",NA,"Bachelor degree","South Atlantic"
3234890660,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,">60","$50,000 - $99,999","Bachelor degree","West South Central"
3234890248,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",TRUE,">60","$25,000 - $49,999","Graduate degree","West North Central"
3234889696,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",TRUE,">60","$100,000 - $149,999","Graduate degree","East North Central"
3234889548,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"Medium rare",TRUE,">60","$0 - $24,999","Bachelor degree","Pacific"
3234889471,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"30-44",NA,"Some college or Associate degree","West South Central"
3234889313,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"18-29","$100,000 - $149,999","Some college or Associate degree","South Atlantic"
3234889143,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,">60",NA,"Graduate degree","New England"
3234888994,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"18-29","$0 - $24,999","Bachelor degree","East South Central"
3234888966,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,"45-60",NA,"Bachelor degree","Middle Atlantic"
3234888428,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium Well",FALSE,"45-60","$100,000 - $149,999","Bachelor degree","Pacific"
3234888305,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",TRUE,">60","$50,000 - $99,999","Graduate degree","West North Central"
3234888125,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Medium Well",TRUE,">60","$0 - $24,999","High school degree","Middle Atlantic"
3234887552,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,"30-44",NA,"Bachelor degree","Pacific"
3234887530,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Well",FALSE,"45-60","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234887493,NA,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,">60","$25,000 - $49,999","Some college or Associate degree","Mountain"
3234886754,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"45-60","$100,000 - $149,999","High school degree","East South Central"
3234886625,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Medium rare",FALSE,"18-29","$50,000 - $99,999","High school degree","Middle Atlantic"
3234885891,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,">60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic"
3234885046,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,FALSE,"30-44","$50,000 - $99,999","Some college or Associate degree","East South Central"
3234884675,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"45-60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234884670,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,"30-44","$50,000 - $99,999","Less than high school degree","Mountain"
3234884132,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Medium",TRUE,">60","$25,000 - $49,999","High school degree","Middle Atlantic"
3234883481,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Well",FALSE,"18-29",NA,"Some college or Associate degree","Middle Atlantic"
3234883277,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,">60","$0 - $24,999","Graduate degree","Middle Atlantic"
3234882939,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"30-44","$25,000 - $49,999","Some college or Associate degree","Mountain"
3234882580,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Rare",FALSE,"45-60","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234882106,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium Well",FALSE,">60","$50,000 - $99,999","Some college or Associate degree","Mountain"
3234881800,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium Well",FALSE,"30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
3234880920,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"30-44","$50,000 - $99,999","Some college or Associate degree","East South Central"
3234880918,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
3234880646,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Medium",FALSE,"30-44","$100,000 - $149,999","Bachelor degree","Middle Atlantic"
3234880264,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"30-44","$100,000 - $149,999","Graduate degree","Pacific"
3234879461,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",NA,NA,NA,NA,NA
3234879259,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,">60","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234879079,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,">60","$25,000 - $49,999","Some college or Associate degree","East North Central"
3234878934,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"30-44","$100,000 - $149,999","Bachelor degree","East North Central"
3234878909,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"30-44","$50,000 - $99,999","Some college or Associate degree","East North Central"
3234878810,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",TRUE,">60","$25,000 - $49,999","Bachelor degree","East North Central"
3234877910,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"Medium Well",TRUE,">60",NA,"Bachelor degree","West North Central"
3234877192,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,">60","$25,000 - $49,999","High school degree","Pacific"
3234877084,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",TRUE,">60","$150,000+","Graduate degree","South Atlantic"
3234876635,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,"45-60","$50,000 - $99,999","Some college or Associate degree","Pacific"
3234875056,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium Well",TRUE,">60",NA,"Graduate degree","West North Central"
3234874621,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,"18-29","$50,000 - $99,999","Bachelor degree","Pacific"
3234874602,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium Well",FALSE,">60","$25,000 - $49,999","Some college or Associate degree","South Atlantic"
3234874404,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Medium",FALSE,"30-44","$150,000+","Graduate degree","Middle Atlantic"
3234872996,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"45-60","$50,000 - $99,999","Graduate degree","East North Central"
3234872432,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"18-29","$0 - $24,999","High school degree","Pacific"
3234872191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,">60","$25,000 - $49,999","Graduate degree","Middle Atlantic"
3234871524,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",TRUE,"18-29","$25,000 - $49,999","High school degree","West North Central"
3234871363,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium Well",FALSE,">60","$150,000+","Graduate degree","Middle Atlantic"
3234871337,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,">60","$25,000 - $49,999","Bachelor degree","Middle Atlantic"
3234871274,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"30-44","$25,000 - $49,999","Some college or Associate degree","Pacific"
3234871183,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"45-60","$150,000+","Some college or Associate degree","Pacific"
3234871078,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"45-60","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234870917,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",NA,NA,NA,NA,NA
3234870688,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,"Medium",FALSE,"18-29","$0 - $24,999","Bachelor degree","East North Central"
3234870354,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Rare",TRUE,">60","$0 - $24,999","Some college or Associate degree","Middle Atlantic"
3234870079,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",FALSE,"30-44","$50,000 - $99,999","Some college or Associate degree","New England"
3234870022,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,"Well",TRUE,"18-29","$25,000 - $49,999","Some college or Associate degree","New England"
3234869539,TRUE,FALSE,TRUE,TRUE,NA,TRUE,FALSE,TRUE,"Medium rare",FALSE,"18-29","$25,000 - $49,999","Some college or Associate degree","Mountain"
3234869188,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"Medium Well",TRUE,"18-29","$25,000 - $49,999","High school degree","Middle Atlantic"
3234868937,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Well",FALSE,"45-60","$50,000 - $99,999","Bachelor degree","Pacific"
3234868550,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium rare",TRUE,"18-29","$50,000 - $99,999","Some college or Associate degree","East North Central"
3234867846,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,"Medium",FALSE,"30-44","$50,000 - $99,999","Some college or Associate degree","South Atlantic"
3234865587,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,"18-29","$100,000 - $149,999","High school degree","Mountain"
3234864240,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,"18-29",NA,"Bachelor degree","West North Central"
3234863826,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Medium",TRUE,">60","$0 - $24,999","Some college or Associate degree","South Atlantic"
3234863245,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Medium rare",FALSE,"30-44","$50,000 - $99,999","Bachelor degree","South Atlantic"
3234862267,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",TRUE,"18-29",NA,"Graduate degree","South Atlantic"
3234862159,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Medium rare",NA,NA,NA,NA,NA
3234861177,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,"18-29","$0 - $24,999","Bachelor degree","East North Central"
3234861097,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Rare",FALSE,"18-29","$50,000 - $99,999","High school degree","East North Central"
3234860927,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Well",NA,NA,NA,NA,NA
