epi_1 epi_2 epi_3 epi_4 location child
418.985603741828 431.717849931245 740.842631098516 473.001027785658 1 48
53.7873855657792 157.192557986157 309.196380941877 397.425482187852 1 49
239.488340655605 256.957807905691 393.781190971907 286.243216153498 1 50
27.8516601593568 266.739528670926 101.928776631824 271.676756207211 1 51
253.808266181821 465.158688864688 407.18736384248 513.212042400446 1 52
301.282998716663 295.130263453158 443.902229923586 462.412674510505 1 53
222.155526227364 328.780203608785 296.725745172218 481.590209606823 1 54
174.998508476223 351.100445144549 268.989672690248 285.20470610894 1 55
435.173096988129 399.445103954108 656.630105544969 491.420623971144 1 56
135.542192698631 274.562636395629 543.311350559874 404.801754793016 1 57
373.112061805218 522.946273941392 609.569622303276 556.123947237841 1 58
258.042140698817 459.564664998064 349.237381982381 405.425670177704 1 59
318.945388529494 557.231078440388 615.811127644731 544.390776305586 1 60
111.966433892082 345.621232748023 194.877750139866 313.906989747653 1 61
221.86878286704 349.990659865534 275.620913266655 454.022258035913 1 62
354.416719032537 323.913080263242 432.174460552766 430.728398559275 1 63
141.357286981845 283.205872322231 482.65306986743 434.946372742698 1 64
173.717602195398 336.084250997165 348.775558513918 526.970546516634 1 65
221.702888387448 159.815480431895 74.7307730885254 279.53189289479 1 66
263.793140633483 456.676601180625 371.51517013631 242.380871193946 1 67
282.974370726991 439.943968592002 371.967069597663 472.13044860223 1 68
158.260001977842 269.813738617941 180.071327623544 448.449231954154 1 69
591.873803240784 482.223228048662 526.693095863442 497.276966725536 1 70
142.818679225453 448.393014977183 285.808448827799 301.61223518265 1 71
215.804206255915 518.553252506851 316.974843862993 291.474839095734 1 72
555.468165992151 383.664880757744 350.37173109357 323.199140561915 1 73
295.977962172736 390.738580884306 345.020933600034 622.182527438667 1 74
452.610116860931 493.055579701339 518.018598255173 371.550756802628 1 75
71.5363513744005 315.434214057736 279.904625218316 113.551474676307 1 76
273.671503784672 396.921892545715 418.57062655453 473.424706139153 1 77
252.754270002977 242.397809694642 62.1834084377639 178.490503935987 1 78
142.717586701892 334.755752377946 461.933661325685 424.111873241607 1 79
134.858639185742 221.679198127873 301.696972876033 294.016293676171 1 80
325.923949318816 288.563872270509 454.264909120619 429.808757499852 1 81
290.111008451715 439.321317121993 391.957690204743 348.106875553407 1 82
289.861426665335 236.288655288867 221.741151945755 297.724878475085 1 83
314.97361915664 391.941198064282 402.695284034481 302.339653499341 1 84
227.162973058426 419.571723351002 331.614355852909 349.222497750238 1 85
179.97348834907 460.329783618406 437.259045793322 488.212191565244 1 86
251.350060892661 379.567242292454 71.0466565927483 189.104040501116 1 87
191.18495706038 351.93955369464 414.550449082624 400.432828694292 1 88
330.11402060776 455.781793402326 654.377307759709 474.626040466042 1 89
192.217562224495 319.555094373918 325.800547708844 394.976475490809 1 90
271.81485604344 378.692137318997 363.177487904768 486.631061542183 1 91
218.155792730277 494.670525806522 466.765244179757 361.509573539281 1 92
304.991587301673 248.028664417601 232.108661854865 300.385303205135 1 93
493.953481327892 332.698617842077 526.644758366025 503.822270374858 1 94
321.426607556357 296.849770746233 329.694545361077 190.048650108026 1 95
104.960219939664 252.460232499399 299.077279880383 444.937853998734 1 96
337.984027932967 364.78552737156 390.718481391365 344.609037245386 1 97
122.009427219792 135.042871670239 350.359302408949 377.667839413861 1 98
303.212085665804 345.124096586715 612.510354015448 464.862204038716 1 99
625.6958087814 612.639784964063 600.329486458134 463.279745256222 1 100
222.110450045379 210.422253673061 160.795168486697 228.778863223849 2 101
177.356896054066 254.876789930401 188.531433882662 167.965183906728 2 102
274.249928574229 229.006195952735 142.009612810941 237.075858690078 2 103
256.445420405781 290.221567630239 163.356496359299 280.731338441995 2 104
231.418551904718 220.557472396961 296.7114631722 252.748418380541 2 105
199.27491031537 308.632825624953 343.920970343414 209.087002911038 2 106
284.916029677524 264.977635349036 244.869700061535 169.795778526072 2 107
152.538547619845 186.686543072011 169.691758062618 195.349547730289 2 108
278.622195962093 318.015828875244 239.543858856787 296.195629389724 2 109
308.294838788124 341.500564496395 338.113299274673 293.055271668328 2 110
267.603704655289 309.406704957289 388.582217195178 357.692864062583 2 111
289.611959082116 322.511792499326 294.868779941697 312.792622146656 2 112
132.724632320046 202.663950314764 109.768339142142 161.408863303339 2 113
155.500895939686 264.734957942671 129.330327108197 206.350869282392 2 114
249.719290397748 300.602467582229 411.374725871718 267.50059616682 2 115
212.156610633697 277.93042336832 283.286504793454 249.665126007009 2 116
341.578627381944 247.574730929173 274.207484596428 216.798835000596 2 117
290.942712663635 314.007698788263 330.143336211539 296.137954527825 2 118
252.256060670601 393.160152253977 312.945857083486 266.25036760803 2 119
192.428828779518 305.978889525684 268.771978859552 234.470609471915 2 120
222.077093901557 191.305408496778 318.061815055898 248.718702954796 2 121
313.095852447578 402.65527914082 295.617960537193 280.587453049631 2 122
242.033920191267 254.578015711127 40.8834406182872 97.7775287627238 2 123
180.019934591455 172.406271226471 111.093768051781 190.751205204961 2 124
246.517128796645 257.397030788688 299.920678775282 285.065626296866 2 125
280.143527366623 314.633295153136 325.267484921187 186.96408097817 2 126
270.364560734817 259.081958526177 271.268544621586 183.537536348792 2 127
222.205316050636 203.16619709984 208.133182101628 248.847686798409 2 128
345.437000616262 283.129386494783 261.869046781745 289.895999747379 2 129
183.923743352832 285.202070091894 154.983357874419 217.827673062094 2 130
205.270224889265 264.920311543487 206.365730423891 239.111831247923 2 131
253.579632488103 223.568372572389 378.466576260285 223.521398731482 2 132
231.251937490918 209.668153063746 156.812416468561 187.190233859918 2 133
204.876154993953 325.831626644136 226.96488035306 239.581535404879 2 134
295.540930188795 281.87544771094 360.890199042644 368.520223460537 2 135
244.129312535309 255.423796199146 266.31464293795 252.561640160933 2 136
183.286456298754 253.564929871247 275.634074256467 260.651254675101 2 137
290.103698475086 383.70770636947 280.668483626162 267.756922990203 2 138
316.798391888329 333.179926691285 371.596999981611 297.105442011411 2 139
284.925483225096 283.399426657157 277.560249972184 206.883274319834 2 140
185.568356865857 214.388888509871 86.8027010694767 211.890395471549 2 141
236.22683816826 284.690780598874 197.562141654497 305.563338925587 2 142
248.162599408854 242.167158551689 227.867387749603 194.075258008584 2 143
272.645751485182 361.136812736449 231.379004461426 330.050389844859 2 144
324.316793627255 384.44792803148 282.370314068079 357.349684788128 2 145
242.364204104015 266.868213020399 232.10840008558 252.223777757526 2 146
218.306633878261 228.23635005675 143.181904027511 105.644364894111 2 147
276.260963814657 293.261241407895 284.975302150673 371.262435296107 2 148
209.407445867794 275.725301468561 235.794901251905 307.263847326121 2 149
199.492913445854 294.838931789915 183.337668522921 225.763427199125 2 150
326.590452363435 357.299525042361 449.061598809888 326.229118497891 2 151
307.845631808973 326.72672031978 240.231870182162 241.601058138226 2 152
154.120022056434 145.642809302824 126.9483962447 286.826205459984 2 153
281.866182821636 310.534727927021 262.512857620546 274.78962095503 2 154
269.668729486101 279.548227103481 289.20112278486 271.368150907202 2 155
156.667540454439 202.227620463566 63.4941839164862 131.657188291807 2 156
222.022729159936 321.61307922138 250.136138537136 192.645318617571 2 157
241.174005725695 168.029551409473 122.8869882492 178.618862490283 2 158
257.069693059032 290.099242341785 389.369665465838 264.087273713938 2 159
283.656322519736 232.64642973879 338.501289411185 309.474922879592 2 160
201.285945801856 204.378847975449 162.348043324851 131.25037319123 2 161
263.417732260814 345.582540499266 284.138392728683 204.724126427366 2 162
172.423673732912 235.149182648027 320.313504899751 260.70094081387 2 163
165.852120755375 219.013474145201 132.118359176869 173.073433425483 2 164
242.180572960767 294.333184022725 288.248410014331 247.846693932825 2 165
267.397448961506 301.582917744936 279.554761006947 326.643037681168 2 166
286.609158970273 369.376203967231 264.316986727578 247.984795576231 2 167
247.690423333556 233.729607216073 131.860058137377 168.569595057554 2 168
316.745392800844 269.750150358466 284.088258330452 242.218149002793 2 169
248.680235717247 220.341646466315 352.443244868612 298.706719639342 2 170
200.278854618904 222.639859223619 138.765729624972 188.942302305076 2 171
291.791992689571 224.380647391655 241.579031258776 261.537062913737 2 172
204.227081421531 269.736307988527 290.265452812143 252.415250063251 2 173
239.748843041871 321.167539409115 272.104494888675 207.16685962909 2 174
223.214968989983 297.573048373073 136.142810340123 253.222296801297 2 175
258.654078969841 322.094951592932 371.095888708535 259.86833544234 2 176
277.520892561454 363.219420931251 300.239340136478 291.29763208068 2 177
216.175333672844 248.247804081099 171.526940218459 190.795399030075 2 178
283.753440510377 263.419565857353 303.2991505634 280.746366972049 2 179
289.086093677657 303.573473362306 182.88972294178 249.533555370703 2 180
352.872381255507 390.694419485215 322.376724559748 348.141038685684 2 181
144.981892878266 215.400575330049 158.471660697676 91.7914680364676 2 182
253.669635992633 386.444973339325 222.673851897202 257.705817786371 2 183
327.143854760283 409.151671005306 352.292704892763 376.581753461818 2 184
270.102341266959 338.360124946362 270.029156856105 279.876854725504 2 185
227.966058174707 220.117482421541 251.914032578794 168.064410879704 2 186
226.268159287317 160.2674681166 235.691686894272 207.796221599658 2 187
287.224040006239 302.19792044652 245.740897205626 226.488596233861 2 188
262.526554986482 217.138484918304 385.116681697253 287.918171565895 2 189
294.449907787996 276.111240054503 286.216143179704 261.288724232847 2 190
350.188503254054 352.039915700682 398.638152484459 342.426203355423 2 191
244.557112009872 219.229403717347 212.311342156214 243.315321644271 2 192
251.92800331476 349.889166639254 321.915039457639 316.363015721965 2 193
257.36423900782 274.935138691445 314.664196059031 259.881219195491 2 194
207.308858454507 303.213947869562 274.204864912186 261.009958808516 2 195
222.082225471028 243.122108149735 156.701853080746 139.785517381127 2 196
266.106386825853 262.503079836548 201.306407426002 225.699176290894 2 197
263.821000852641 305.714527034833 315.206026669819 319.264507731406 2 198
311.401780936809 324.926407977887 280.266918715078 295.834931286091 2 199
273.113091608893 291.909385702044 212.88090636121 257.735439618535 2 200
