Year,Site,Transect,Temp,ObservCond,Bay,ObservCondFactor3,bird,count
1989,10,101,2.7,Excellent,Uyak,ExcellentIdeal,WWSC,0
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,BAGO,0
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,BLSC,0
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,COME,0
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,COMU,5
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,CORM,0
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,HADU,2
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,HOGR,3
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,LOON,1
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,MAMU,5
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,OLDS,1
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,PIGU,0
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,RBME,0
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,RNGR,0
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,SUSC,0
1990,10,101,2.2,Excellent,Uyak,ExcellentIdeal,WWSC,0
1991,10,101,2.5,Average,Uyak,FairAverage,BAGO,0
1991,10,101,2.5,Average,Uyak,FairAverage,BLSC,0
1991,10,101,2.5,Average,Uyak,FairAverage,COME,0
1991,10,101,2.5,Average,Uyak,FairAverage,COMU,5
1991,10,101,2.5,Average,Uyak,FairAverage,CORM,1
1991,10,101,2.5,Average,Uyak,FairAverage,HADU,0
1991,10,101,2.5,Average,Uyak,FairAverage,HOGR,0
1991,10,101,2.5,Average,Uyak,FairAverage,LOON,0
1991,10,101,2.5,Average,Uyak,FairAverage,MAMU,0
1991,10,101,2.5,Average,Uyak,FairAverage,OLDS,0
1991,10,101,2.5,Average,Uyak,FairAverage,PIGU,0
1991,10,101,2.5,Average,Uyak,FairAverage,RBME,0
1991,10,101,2.5,Average,Uyak,FairAverage,RNGR,0
1991,10,101,2.5,Average,Uyak,FairAverage,SUSC,0
1991,10,101,2.5,Average,Uyak,FairAverage,WWSC,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,BAGO,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,BLSC,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,COME,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,COMU,15
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,CORM,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,HADU,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,HOGR,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,LOON,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,MAMU,4
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,OLDS,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,PIGU,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,RBME,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,RNGR,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,SUSC,0
1992,10,101,3,Excellent,Uyak,ExcellentIdeal,WWSC,10
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,BAGO,0
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,BLSC,0
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,COME,0
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,COMU,20
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,CORM,2
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,HADU,0
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,HOGR,0
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,LOON,1
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,MAMU,2
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,OLDS,11
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,PIGU,0
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,RBME,0
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,RNGR,0
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,SUSC,0
1993,10,101,3,Excellent,Uyak,ExcellentIdeal,WWSC,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,BAGO,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,BLSC,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,COME,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,COMU,9
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,CORM,1
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,HADU,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,HOGR,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,LOON,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,MAMU,1
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,OLDS,11
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,PIGU,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,RBME,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,RNGR,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,SUSC,0
1994,10,101,3,Excellent,Uyak,ExcellentIdeal,WWSC,2
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,BAGO,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,BLSC,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,COME,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,COMU,63
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,CORM,1
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,HADU,2
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,HOGR,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,LOON,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,MAMU,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,OLDS,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,PIGU,1
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,RBME,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,RNGR,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,SUSC,0
1995,10,101,3,Excellent,Uyak,ExcellentIdeal,WWSC,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,BAGO,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,BLSC,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,COME,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,COMU,27
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,CORM,4
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,HADU,2
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,HOGR,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,LOON,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,MAMU,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,OLDS,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,PIGU,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,RBME,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,RNGR,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,SUSC,0
1996,10,101,3,Excellent,Uyak,ExcellentIdeal,WWSC,10
1997,10,101,3,Good,Uyak,Good,BAGO,0
1997,10,101,3,Good,Uyak,Good,BLSC,0
1997,10,101,3,Good,Uyak,Good,COME,0
1997,10,101,3,Good,Uyak,Good,COMU,13
1997,10,101,3,Good,Uyak,Good,CORM,0
1997,10,101,3,Good,Uyak,Good,HADU,0
1997,10,101,3,Good,Uyak,Good,HOGR,0
1997,10,101,3,Good,Uyak,Good,LOON,1
1997,10,101,3,Good,Uyak,Good,MAMU,4
1997,10,101,3,Good,Uyak,Good,OLDS,0
1997,10,101,3,Good,Uyak,Good,PIGU,0
1997,10,101,3,Good,Uyak,Good,RBME,0
1997,10,101,3,Good,Uyak,Good,RNGR,0
1997,10,101,3,Good,Uyak,Good,SUSC,0
1997,10,101,3,Good,Uyak,Good,WWSC,0
1999,10,101,3,Fair,Uyak,FairAverage,BAGO,0
1999,10,101,3,Fair,Uyak,FairAverage,BLSC,0
1999,10,101,3,Fair,Uyak,FairAverage,COME,0
1999,10,101,3,Fair,Uyak,FairAverage,COMU,3
1999,10,101,3,Fair,Uyak,FairAverage,CORM,3
1999,10,101,3,Fair,Uyak,FairAverage,HADU,0
1999,10,101,3,Fair,Uyak,FairAverage,HOGR,0
1999,10,101,3,Fair,Uyak,FairAverage,LOON,0
1999,10,101,3,Fair,Uyak,FairAverage,MAMU,0
1999,10,101,3,Fair,Uyak,FairAverage,OLDS,6
1999,10,101,3,Fair,Uyak,FairAverage,PIGU,0
1999,10,101,3,Fair,Uyak,FairAverage,RBME,0
1999,10,101,3,Fair,Uyak,FairAverage,RNGR,0
1999,10,101,3,Fair,Uyak,FairAverage,SUSC,0
1999,10,101,3,Fair,Uyak,FairAverage,WWSC,21
2000,10,101,2.3,Good,Uyak,Good,BAGO,0
2000,10,101,2.3,Good,Uyak,Good,BLSC,0
2000,10,101,2.3,Good,Uyak,Good,COME,0
2000,10,101,2.3,Good,Uyak,Good,COMU,30
2000,10,101,2.3,Good,Uyak,Good,CORM,4
2000,10,101,2.3,Good,Uyak,Good,HADU,0
2000,10,101,2.3,Good,Uyak,Good,HOGR,0
2000,10,101,2.3,Good,Uyak,Good,LOON,2
2000,10,101,2.3,Good,Uyak,Good,MAMU,9
2000,10,101,2.3,Good,Uyak,Good,OLDS,58
2000,10,101,2.3,Good,Uyak,Good,PIGU,0
2000,10,101,2.3,Good,Uyak,Good,RBME,0
2000,10,101,2.3,Good,Uyak,Good,RNGR,0
2000,10,101,2.3,Good,Uyak,Good,SUSC,0
2000,10,101,2.3,Good,Uyak,Good,WWSC,7
2001,10,101,3.8,Average,Uyak,FairAverage,BAGO,0
2001,10,101,3.8,Average,Uyak,FairAverage,BLSC,0
2001,10,101,3.8,Average,Uyak,FairAverage,COME,0
2001,10,101,3.8,Average,Uyak,FairAverage,COMU,12
2001,10,101,3.8,Average,Uyak,FairAverage,CORM,4
2001,10,101,3.8,Average,Uyak,FairAverage,HADU,0
2001,10,101,3.8,Average,Uyak,FairAverage,HOGR,0
2001,10,101,3.8,Average,Uyak,FairAverage,LOON,0
2001,10,101,3.8,Average,Uyak,FairAverage,MAMU,0
2001,10,101,3.8,Average,Uyak,FairAverage,OLDS,0
2001,10,101,3.8,Average,Uyak,FairAverage,PIGU,0
2001,10,101,3.8,Average,Uyak,FairAverage,RBME,0
2001,10,101,3.8,Average,Uyak,FairAverage,RNGR,0
2001,10,101,3.8,Average,Uyak,FairAverage,SUSC,0
2001,10,101,3.8,Average,Uyak,FairAverage,WWSC,0
2002,10,101,3.55,Good,Uyak,Good,BAGO,0
2002,10,101,3.55,Good,Uyak,Good,BLSC,0
2002,10,101,3.55,Good,Uyak,Good,COME,0
2002,10,101,3.55,Good,Uyak,Good,COMU,7
2002,10,101,3.55,Good,Uyak,Good,CORM,1
2002,10,101,3.55,Good,Uyak,Good,HADU,0
2002,10,101,3.55,Good,Uyak,Good,HOGR,0
2002,10,101,3.55,Good,Uyak,Good,LOON,0
2002,10,101,3.55,Good,Uyak,Good,MAMU,3
2002,10,101,3.55,Good,Uyak,Good,OLDS,7
2002,10,101,3.55,Good,Uyak,Good,PIGU,0
2002,10,101,3.55,Good,Uyak,Good,RBME,0
2002,10,101,3.55,Good,Uyak,Good,RNGR,0
2002,10,101,3.55,Good,Uyak,Good,SUSC,0
2002,10,101,3.55,Good,Uyak,Good,WWSC,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,BAGO,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,BLSC,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,COME,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,COMU,27
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,CORM,5
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,HADU,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,HOGR,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,LOON,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,MAMU,8
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,OLDS,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,PIGU,1
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,RBME,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,RNGR,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,SUSC,0
2003,10,101,4.9,Excellent,Uyak,ExcellentIdeal,WWSC,0
2004,10,101,4.4,Good,Uyak,Good,BAGO,0
2004,10,101,4.4,Good,Uyak,Good,BLSC,0
2004,10,101,4.4,Good,Uyak,Good,COME,0
2004,10,101,4.4,Good,Uyak,Good,COMU,10
2004,10,101,4.4,Good,Uyak,Good,CORM,NA
2004,10,101,4.4,Good,Uyak,Good,HADU,0
2004,10,101,4.4,Good,Uyak,Good,HOGR,0
2004,10,101,4.4,Good,Uyak,Good,LOON,0
2004,10,101,4.4,Good,Uyak,Good,MAMU,0
2004,10,101,4.4,Good,Uyak,Good,OLDS,19
2004,10,101,4.4,Good,Uyak,Good,PIGU,0
2004,10,101,4.4,Good,Uyak,Good,RBME,0
2004,10,101,4.4,Good,Uyak,Good,RNGR,0
2004,10,101,4.4,Good,Uyak,Good,SUSC,0
2004,10,101,4.4,Good,Uyak,Good,WWSC,0
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,BAGO,0
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,BLSC,0
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,COME,0
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,COMU,2
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,CORM,NA
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,HADU,1
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,HOGR,0
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,LOON,NA
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,MAMU,0
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,OLDS,18
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,PIGU,2
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,RBME,0
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,RNGR,1
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,SUSC,0
2005,10,101,4.6,Excellent,Uyak,ExcellentIdeal,WWSC,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,BAGO,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,BLSC,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,COME,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,COMU,7
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,CORM,2
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,HADU,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,HOGR,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,LOON,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,MAMU,1
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,OLDS,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,PIGU,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,RBME,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,RNGR,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,SUSC,0
1986,10,102,4.5,Excellent,Uyak,ExcellentIdeal,WWSC,0
1987,10,102,4.8,Good,Uyak,Good,BAGO,0
1987,10,102,4.8,Good,Uyak,Good,BLSC,0
1987,10,102,4.8,Good,Uyak,Good,COME,0
1987,10,102,4.8,Good,Uyak,Good,COMU,11
1987,10,102,4.8,Good,Uyak,Good,CORM,0
1987,10,102,4.8,Good,Uyak,Good,HADU,0
1987,10,102,4.8,Good,Uyak,Good,HOGR,0
1987,10,102,4.8,Good,Uyak,Good,LOON,1
1987,10,102,4.8,Good,Uyak,Good,MAMU,0
1987,10,102,4.8,Good,Uyak,Good,OLDS,1
1987,10,102,4.8,Good,Uyak,Good,PIGU,0
1987,10,102,4.8,Good,Uyak,Good,RBME,0
1987,10,102,4.8,Good,Uyak,Good,RNGR,0
1987,10,102,4.8,Good,Uyak,Good,SUSC,0
1987,10,102,4.8,Good,Uyak,Good,WWSC,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,BAGO,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,BLSC,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,COME,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,COMU,8
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,CORM,1
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,HADU,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,HOGR,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,LOON,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,MAMU,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,OLDS,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,PIGU,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,RBME,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,RNGR,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,SUSC,0
1988,10,102,4,Excellent,Uyak,ExcellentIdeal,WWSC,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,BAGO,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,BLSC,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,COME,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,COMU,9
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,CORM,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,HADU,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,HOGR,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,LOON,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,MAMU,2
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,OLDS,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,PIGU,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,RBME,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,RNGR,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,SUSC,0
1989,10,102,2.7,Excellent,Uyak,ExcellentIdeal,WWSC,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,BAGO,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,BLSC,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,COME,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,COMU,5
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,CORM,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,HADU,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,HOGR,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,LOON,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,MAMU,4
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,OLDS,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,PIGU,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,RBME,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,RNGR,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,SUSC,0
1990,10,102,2.2,Excellent,Uyak,ExcellentIdeal,WWSC,0
1991,10,102,2.5,Average,Uyak,FairAverage,BAGO,0
1991,10,102,2.5,Average,Uyak,FairAverage,BLSC,0
1991,10,102,2.5,Average,Uyak,FairAverage,COME,0
1991,10,102,2.5,Average,Uyak,FairAverage,COMU,2
1991,10,102,2.5,Average,Uyak,FairAverage,CORM,0
1991,10,102,2.5,Average,Uyak,FairAverage,HADU,0
1991,10,102,2.5,Average,Uyak,FairAverage,HOGR,0
1991,10,102,2.5,Average,Uyak,FairAverage,LOON,0
1991,10,102,2.5,Average,Uyak,FairAverage,MAMU,0
1991,10,102,2.5,Average,Uyak,FairAverage,OLDS,0
1991,10,102,2.5,Average,Uyak,FairAverage,PIGU,0
1991,10,102,2.5,Average,Uyak,FairAverage,RBME,0
1991,10,102,2.5,Average,Uyak,FairAverage,RNGR,0
1991,10,102,2.5,Average,Uyak,FairAverage,SUSC,0
1991,10,102,2.5,Average,Uyak,FairAverage,WWSC,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,BAGO,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,BLSC,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,COME,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,COMU,9
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,CORM,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,HADU,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,HOGR,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,LOON,1
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,MAMU,3
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,OLDS,1
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,PIGU,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,RBME,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,RNGR,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,SUSC,0
1992,10,102,3.5,Excellent,Uyak,ExcellentIdeal,WWSC,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,BAGO,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,BLSC,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,COME,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,COMU,68
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,CORM,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,HADU,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,HOGR,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,LOON,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,MAMU,2
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,OLDS,5
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,PIGU,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,RBME,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,RNGR,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,SUSC,0
1993,10,102,3,Excellent,Uyak,ExcellentIdeal,WWSC,0
1994,10,102,3,Excellent,Uyak,ExcellentIdeal,BAGO,0
1994,10,102,3,Excellent,Uyak,ExcellentIdeal,BLSC,0
1994,10,102,3,Excellent,Uyak,ExcellentIdeal,COME,0
1994,10,102,3,Excellent,Uyak,ExcellentIdeal,COMU,2
