Var1,Var2,Freq
12.5,177.8,6
12.6,177.8,8
12.7,177.8,8
12.8,177.8,8
12.9,177.8,0
13,177.8,1
13.1,177.8,0
13.2,177.8,0
13.3,177.8,0
13.4,177.8,0
13.5,177.8,0
9.4,180.34,0
9.5,180.34,0
9.6,180.34,0
9.7,180.34,0
9.8,180.34,0
9.9,180.34,0
10,180.34,0
10.1,180.34,0
10.2,180.34,0
10.3,180.34,0
10.4,180.34,0
10.5,180.34,0
10.6,180.34,0
10.7,180.34,0
10.8,180.34,0
10.9,180.34,0
11,180.34,0
11.1,180.34,0
11.2,180.34,0
11.3,180.34,0
11.4,180.34,0
11.5,180.34,0
11.6,180.34,2
11.7,180.34,2
11.8,180.34,1
11.9,180.34,3
12,180.34,2
12.1,180.34,4
12.2,180.34,1
12.3,180.34,5
12.4,180.34,1
12.5,180.34,8
12.6,180.34,6
12.7,180.34,2
12.8,180.34,5
12.9,180.34,1
13,180.34,0
13.1,180.34,0
13.2,180.34,3
13.3,180.34,0
13.4,180.34,0
13.5,180.34,0
9.4,182.88,0
9.5,182.88,0
9.6,182.88,0
9.7,182.88,0
9.8,182.88,0
9.9,182.88,0
10,182.88,0
10.1,182.88,0
10.2,182.88,0
10.3,182.88,0
10.4,182.88,0
10.5,182.88,0
10.6,182.88,0
10.7,182.88,0
10.8,182.88,0
10.9,182.88,0
11,182.88,0
11.1,182.88,0
11.2,182.88,0
11.3,182.88,0
11.4,182.88,0
11.5,182.88,0
11.6,182.88,0
11.7,182.88,0
11.8,182.88,0
11.9,182.88,1
12,182.88,2
12.1,182.88,1
12.2,182.88,1
12.3,182.88,0
12.4,182.88,0
12.5,182.88,0
12.6,182.88,3
12.7,182.88,2
12.8,182.88,3
12.9,182.88,1
13,182.88,2
13.1,182.88,0
13.2,182.88,0
13.3,182.88,1
13.4,182.88,0
13.5,182.88,0
9.4,185.42,0
9.5,185.42,0
9.6,185.42,0
9.7,185.42,0
9.8,185.42,0
9.9,185.42,0
10,185.42,0
10.1,185.42,0
10.2,185.42,0
10.3,185.42,0
10.4,185.42,0
10.5,185.42,0
10.6,185.42,0
10.7,185.42,0
10.8,185.42,0
10.9,185.42,0
11,185.42,0
11.1,185.42,0
11.2,185.42,0
11.3,185.42,0
11.4,185.42,0
11.5,185.42,0
11.6,185.42,1
11.7,185.42,0
11.8,185.42,0
11.9,185.42,0
12,185.42,0
12.1,185.42,0
12.2,185.42,0
12.3,185.42,0
12.4,185.42,0
12.5,185.42,2
12.6,185.42,1
12.7,185.42,0
12.8,185.42,1
12.9,185.42,0
13,185.42,1
13.1,185.42,0
13.2,185.42,0
13.3,185.42,0
13.4,185.42,0
13.5,185.42,1
9.4,187.96,0
9.5,187.96,0
9.6,187.96,0
9.7,187.96,0
9.8,187.96,0
9.9,187.96,0
10,187.96,0
10.1,187.96,0
10.2,187.96,0
10.3,187.96,0
10.4,187.96,0
10.5,187.96,0
10.6,187.96,0
10.7,187.96,0
10.8,187.96,0
10.9,187.96,0
11,187.96,0
11.1,187.96,0
11.2,187.96,0
11.3,187.96,0
11.4,187.96,0
11.5,187.96,0
11.6,187.96,0
11.7,187.96,0
11.8,187.96,0
11.9,187.96,0
12,187.96,0
12.1,187.96,0
12.2,187.96,0
12.3,187.96,0
12.4,187.96,1
12.5,187.96,0
12.6,187.96,1
12.7,187.96,0
12.8,187.96,1
12.9,187.96,0
13,187.96,0
13.1,187.96,0
13.2,187.96,0
13.3,187.96,1
13.4,187.96,0
13.5,187.96,0
9.4,190.5,0
9.5,190.5,0
9.6,190.5,0
9.7,190.5,0
9.8,190.5,0
9.9,190.5,0
10,190.5,0
10.1,190.5,0
10.2,190.5,0
10.3,190.5,0
10.4,190.5,0
10.5,190.5,0
10.6,190.5,0
10.7,190.5,0
10.8,190.5,0
10.9,190.5,0
11,190.5,0
11.1,190.5,0
11.2,190.5,0
11.3,190.5,0
11.4,190.5,0
11.5,190.5,0
11.6,190.5,0
11.7,190.5,0
11.8,190.5,0
11.9,190.5,0
12,190.5,0
12.1,190.5,0
12.2,190.5,0
12.3,190.5,0
12.4,190.5,0
12.5,190.5,0
12.6,190.5,0
12.7,190.5,0
12.8,190.5,0
12.9,190.5,0
13,190.5,0
13.1,190.5,0
13.2,190.5,0
13.3,190.5,0
13.4,190.5,0
13.5,190.5,0
9.4,193.04,0
9.5,193.04,0
9.6,193.04,0
9.7,193.04,0
9.8,193.04,0
9.9,193.04,0
10,193.04,0
10.1,193.04,0
10.2,193.04,0
10.3,193.04,0
10.4,193.04,0
10.5,193.04,0
10.6,193.04,0
10.7,193.04,0
10.8,193.04,0
10.9,193.04,0
11,193.04,0
11.1,193.04,0
11.2,193.04,0
11.3,193.04,0
11.4,193.04,0
11.5,193.04,0
11.6,193.04,0
11.7,193.04,0
11.8,193.04,0
11.9,193.04,0
12,193.04,0
12.1,193.04,0
12.2,193.04,0
12.3,193.04,0
12.4,193.04,0
12.5,193.04,0
12.6,193.04,0
12.7,193.04,0
12.8,193.04,0
12.9,193.04,0
13,193.04,0
13.1,193.04,0
13.2,193.04,0
13.3,193.04,0
13.4,193.04,0
13.5,193.04,0
9.4,195.58,0
9.5,195.58,0
9.6,195.58,0
9.7,195.58,0
9.8,195.58,0
9.9,195.58,0
10,195.58,0
10.1,195.58,0
10.2,195.58,0
10.3,195.58,0
10.4,195.58,0
10.5,195.58,0
10.6,195.58,0
10.7,195.58,0
10.8,195.58,0
10.9,195.58,0
11,195.58,0
11.1,195.58,0
11.2,195.58,1
11.3,195.58,0
11.4,195.58,0
11.5,195.58,0
11.6,195.58,0
11.7,195.58,0
11.8,195.58,0
11.9,195.58,0
12,195.58,0
12.1,195.58,0
12.2,195.58,0
12.3,195.58,0
12.4,195.58,0
12.5,195.58,0
12.6,195.58,0
12.7,195.58,0
12.8,195.58,0
12.9,195.58,0
13,195.58,0
13.1,195.58,0
13.2,195.58,0
13.3,195.58,0
13.4,195.58,0
13.5,195.58,0
