like par.grad public gpa
2	0	0	2.62 
0	0	0	3.37 
1	0	0	3.51 
1	0	0	3.65 
2	1	0	3.42 
2	0	0	2.41 
2	0	1	3.21 
0	0	0	3.22 
0	0	0	2.53 
1	0	0	2.64 
0	0	0	2.94 
1	0	0	2.56 
0	0	1	3.12 
1	0	0	3.34 
0	0	0	3.22 
1	0	0	3.05 
1	0	0	3.29 
1	0	0	2.71 
0	0	0	2.87 
0	0	0	3.29 
0	0	0	3.36 
0	1	1	2.85 
0	0	0	2.79 
1	0	0	3.69 
2	0	0	3.56 
0	0	0	3.52 
0	1	1	3.38 
2	0	1	3.11 
1	1	0	3.2  
0	0	0	2.83 
0	0	0	3.08 
2	0	1	2.97 
0	0	0	2.64 
0	0	0	2.47 
2	0	0	3.07 
1	0	0	3.2  
0	0	0	2.55 
0	0	0	2.48 
0	0	0	3.29 
1	0	0	2.64 
1	0	0	3.22 
1	1	0	2.8  
1	0	0	3.62 
0	0	0	2.62 
1	0	1	3.04 
0	0	1	2.49 
0	0	1	3.1  
2	1	0	3.15 
1	0	0	2.65 
0	0	0	3.04 
0	0	1	3.05 
0	0	0	2.88 
1	0	0	2.86 
1	0	0	3    
0	0	0	2.23 
0	0	1	3.14 
0	0	0	2.67 
0	0	0	3.11 
1	0	0	3.73 
1	0	0	2.45 
0	0	0	3.04 
0	0	0	2.4  
1	0	0	3.43 
1	0	0	2.57 
0	0	0	2.84 
0	0	0	2.67 
2	1	1	3.45 
1	1	0	2.88 
1	0	0	2.78 
0	0	0	3.22 
0	1	0	3.3  
1	1	0	2.86 
1	0	0	2.83 
1	0	0	3.7  
1	0	0	3.15 
1	1	1	3.08 
0	0	0	2.92 
0	0	0	2.89 
2	1	0	3.53 
0	0	0	3.1  
1	1	0	3.36 
1	0	0	2.74 
1	0	0	2.73 
0	1	0	2.72 
0	0	0	3.53 
0	1	0	3.45 
0	0	0	2.98 
1	0	0	2.88 
2	1	0	3.21 
0	0	0	3.06 
0	0	0	2.4  
1	0	0	3.57 
0	1	0	2.88 
0	0	0	3.27 
0	0	0	2.92 
2	0	0	2.7  
1	1	0	2.53 
1	0	0	3.38 
0	0	0	3.16 
1	0	0	2.6  
0	0	0	2.76 
0	0	0	3.56 
0	0	0	2.87 
1	1	0	2.99 
0	0	0	2.68 
0	0	0	2.99 
1	0	0	2.96 
0	1	1	2.77 
1	0	0	3.28 
0	0	1	2.74 
0	0	0	1.9  
0	0	0	3.05 
1	0	1	2.44 
1	0	0	3.33 
1	0	1	3.56 
0	0	0	2.15 
0	0	0	2.83 
1	0	0	2.79 
1	0	0	2.72 
2	1	0	3.04 
0	0	1	3.03 
0	0	0	2.88 
1	0	0	3.21 
0	0	0	2.74 
0	0	0	3.57 
1	0	0	2.43 
0	0	0	3.11 
0	0	0	2.76 
1	0	0	3.13 
0	0	0	2.75 
0	0	0	2.6  
0	0	0	3.67 
0	0	0	3.26 
0	0	0	3.41 
2	0	0	3.24 
0	0	0	3.05 
1	1	0	2.38 
1	0	0	2.61 
1	1	1	3.18 
0	0	0	3.34 
1	0	0	2.84 
0	0	0	2.8  
0	0	0	3.21 
0	0	0	2.63 
0	0	0	2.31 
0	0	0	2.29 
0	0	0	3.51 
1	0	0	2.87 
0	0	0	3.09 
1	1	0	2.88 
0	1	0	2.47 
1	0	1	3.72 
0	0	0	3.2  
1	0	0	2.57 
0	0	0	3.05 
0	0	0	3.27 
0	0	0	3.3  
0	0	0	2.73 
0	1	0	2.63 
0	0	0	2.77 
0	0	0	3.15 
0	0	0	2.85 
0	0	0	2.25 
1	0	0	3.56 
0	0	0	2.7  
2	0	0	2.94 
1	1	0	2.58 
1	0	0	2.97 
2	0	0	3.38 
2	0	0	2.96 
0	0	0	2.44 
1	0	1	3.75 
1	0	0	3.07 
1	0	0	2.72 
0	0	0	3.13 
0	0	0	3.39 
0	0	1	2.38 
1	0	0	2.87 
0	0	1	2.91 
2	1	0	3.25 
1	1	1	3.51 
0	1	0	3.65 
1	0	0	3.11 
2	0	0	2.71 
0	0	0	3.05 
0	0	0	2.93 
1	0	0	2.35 
1	0	0	2.49 
0	0	0	3.26 
0	0	0	3.77 
0	0	1	3.49 
0	0	0	3.39 
0	0	0	3.37 
0	0	0	1.98 
0	1	0	2.93 
0	0	0	3.36 
0	0	0	3.12 
1	0	0	3.23 
1	0	1	3.9  
0	0	0	2.7  
0	0	0	2.34 
0	0	0	3.3  
1	0	0	3.11 
0	0	0	3.14 
1	1	0	3.68 
1	0	0	2.22 
0	0	0	2.61 
1	0	1	3.48 
2	0	0	3.08 
0	0	0	2.79 
0	0	0	3.12 
0	0	1	2.67 
1	0	0	3.54 
2	0	0	2.98 
1	1	0	3.32 
1	1	0	3.54 
0	0	0	3.7  
0	0	0	2.63 
1	0	0	2.25 
1	0	0	3.26 
2	0	0	3.52 
